表格 1,,,,,,,,,,,,,,,,,,,,,,
silence-浅晴,回复@临沧日报的微博:哦，谢谢,2017-02-09 14:27:43,,,,,,,,,,,,,,,,,,,,
童_寜,有名单嘛？,2017-02-09 00:51:28,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@伤感六月70225:目前暂不清楚,2017-02-08 22:45:59,,,,,,,,,,,,,,,,,,,,
silence-浅晴,回复@临沧日报的微博:呃，别的软件有直播吗？,2017-02-08 22:42:50,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@伤感六月70225:临沧电视录像,2017-02-08 22:30:42,,,,,,,,,,,,,,,,,,,,
silence-浅晴,有直播吗？在哪能看？,2017-02-08 22:26:09,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@启智--:[作揖][握手][握手][握手],2017-02-03 17:05:12,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@一水莲花:[作揖][握手][握手][握手],2017-02-03 15:51:03,,,,,,,,,,,,,,,,,,,,
一水莲花,预祝成功！,2017-02-03 15:40:53,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@平淡一生135:[作揖][握手][握手][握手],2017-02-03 14:42:42,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@杂草211:[作揖][握手],2017-01-25 16:32:35,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@一个词穷的段子手:[作揖][握手][握手][握手],2017-01-24 15:56:33,,,,,,,,,,,,,,,,,,,,
风采驿亭-蚂蚁堆乡宣传微博,回复@临沧日报的微博:[亲亲],2017-01-24 11:19:26,,,,,,,,,,,,,,,,,,,,
风采驿亭-蚂蚁堆乡宣传微博,2017年赐你一醉~[嘻嘻],2017-01-24 11:19:05,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@驿亭风采-蚂蚁堆乡宣传微博:[作揖][握手],2017-01-24 11:18:59,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@杂草211:[作揖][握手],2017-01-25 16:32:35,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@一个词穷的段子手:[作揖][握手][握手][握手],2017-01-24 15:56:33,,,,,,,,,,,,,,,,,,,,
风采驿亭-蚂蚁堆乡宣传微博,回复@临沧日报的微博:[亲亲],2017-01-24 11:19:26,,,,,,,,,,,,,,,,,,,,
风采驿亭-蚂蚁堆乡宣传微博,2017年赐你一醉~[嘻嘻],2017-01-24 11:19:05,,,,,,,,,,,,,,,,,,,,
临沧日报的微博,回复@驿亭风采-蚂蚁堆乡宣传微博:[作揖][握手],2017-01-24 11:18:59,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
365天天特价购物平台,我正在申请微博认证，认证信息为“东北特殊钢集团抚顺特殊钢股份有限公司工人王刚”。请@九鬥靈樞_Caesar @行書彈劍洪先生 @逆风的羽蒙 @背对背的奔跑 @尚齿口腔-尹亮 @宅女啊依 转发此条微博帮我确认身份，多谢！！ 申请微博认证 ,1,1,5,2017-01-04 15:10:15,https://weibo.cn/comment/EpgqFDz6i?uid=2880969680&rl=1#cmtfrm,抚顺特殊钢股份,,,,@九鬥靈樞_Caesar,@行書彈劍洪先生,@逆风的羽蒙,@背对背的奔跑,@尚齿口腔-尹亮,@宅女啊依,,,,,,
行書彈劍洪先生,确认。转发微博,2017-01-04 15:39:14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
天津武清供电,国网天津武清供电公司明日计划停电预告2017年1月12日 星期四 7：00—10：30陈咀站中浩陈22线路部分停电.涉及影响主要用户：高压用户：汊沽港镇政府水站、武清水利建筑公司、沸尔德金属制品、天津市武清供电有限公司（高王路-路灯）、鸿翔昊宇、自行车王国产业园区、中国石油天燃气股份有限公司天津销售分公司、天自有源供热、大卫车业、龙士达、天津闼闼创美木业有限公司、自行车王国产业园区等一带用户停电。7：00—10：30陈咀站昕中和陈17线路部分停电.涉及影响主要用户：高压用户：沃特林克投资有限公司、轮翼运动、曼格材料科技、中科翔科技、富港龙机械、广隆源生物、自行车王国产业园区、中康泰博、赛璐德塑胶制品、华赛尔换热设备公司、北京万源瀚德汽车密封系统有限公司、昕中和 低压用户：二光北综合等一带用户停电。敬请以上停电区域内用户做好停电准备，避免因停电造成不必要的损失。@武清发布,0,1,11,2017-01-11 14:22:09,https://weibo.cn/comment/Eqk6Dj5uv?uid=5067884785&rl=1#cmtfrm,中国石油天燃气股份,,,,@武清发布,,,,,,,,,,,
国网天津电力,转发微博,2017-01-12 09:17:56,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
天津武清供电,国网天津武清供电公司明日计划停电预告2017年1月12日 星期四 7：00—10：30陈咀站中浩陈22线路部分停电.涉及影响主要用户：高压用户：汊沽港镇政府水站、武清水利建筑公司、沸尔德金属制品、天津市武清供电有限公司（高王路-路灯）、鸿翔昊宇、自行车王国产业园区、中国石油天燃气股份有限公司天津销售分公司、天自有源供热、大卫车业、龙士达、天津闼闼创美木业有限公司、自行车王国产业园区等一带用户停电。7：00—10：30陈咀站昕中和陈17线路部分停电.涉及影响主要用户：高压用户：沃特林克投资有限公司、轮翼运动、曼格材料科技、中科翔科技、富港龙机械、广隆源生物、自行车王国产业园区、中康泰博、赛璐德塑胶制品、华赛尔换热设备公司、北京万源瀚德汽车密封系统有限公司、昕中和 低压用户：二光北综合等一带用户停电。敬请以上停电区域内用户做好停电准备，避免因停电造成不必要的损失。@武清发布,0,1,11,2017-01-11 14:22:09,https://weibo.cn/comment/Eqk6Dj5uv?uid=5067884785&rl=1#cmtfrm,中国石油天燃气股份,,,,@武清发布,,,,,,,,,,,
国网天津电力,转发微博,2017-01-12 09:17:56,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Tandy由之,个歌词：【正能量】 http://t.cn/zR2EbaC,0,4,0,2017-01-11 21:45:21,https://weibo.cn/comment/AcCMLvR99?rl=1#cmtfrm,达利（中国）,1,Tandy由之,转发理由:#我的原创歌词展19# 生活总是缺美感，不如来看歌词展。[微笑]@福建达利集团 @乐虎 @和其正 [微笑]我策划举办“乐虎 正能量演唱会” 一来是传播正能量，二来是尝试跨界的营销。益人，益己。让我们一起唱出好心情[微笑]@EC品牌观察 @Hermann中国零售微博 @君众咨询邓学君 #新词圣#,@福建达利集团,@乐虎,@和其正,@君众咨询邓学君,,,,,,,,
Tandy由之,#转发# 17传递正能量！[微笑]@一句正能量的话 @正能量语 @正能量录 @天天正能量 @经典正能量 @正能量聚焦 @网聚正能量 @中国正能量 @梦倩正能量 [微笑][微笑],2017-01-02 08:16:31,,,,,,,,,,,,,,,,,,,,
Tandy由之,#转发# 这个正能量还需要多一些…………,2016-11-21 08:49:30,,,,,,,,,,,,,,,,,,,,
Tandy由之,#转发# 嗯，@福建达利集团 @乐虎 @和其正 [微笑]我策划举办“乐虎 正能量演唱会” 一来是传播正能量，二来是尝试跨界的营销。益人，益己。让我们一起唱出好心情[微笑]@EC品牌观察 @Hermann中国零售微博 @君众咨询邓学君 ,2016-10-17 15:02:41,,,,,,,,,,,,,,,,,,,,
Tandy由之,#呵呵# 这才是正能量。,2015-11-12 21:09:09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
达利食品集团,#达利圆助力团圆公益#2016年末官方首次公布中国农村留守儿童902万，他们中有250万不满5岁，36万无人监护。他们远离父母，没有完整的家庭和爱，对于他们，最大的心愿就是能够和自己的父母团圆，《爸爸在哪儿》大型团圆公益活动，帮助全国1000位留守儿童家庭实现团圆梦想，你的一次转发和助力，达利食品集团都将助力一位爸爸回家，实现团圆梦想，加入我们：http://t.cn/RIDxE66 @海峡都市报@人民网@新浪公益,3,3,2,2017-01-02 22:24:24,https://weibo.cn/comment/Ep0pU2LCo?uid=6052315011&rl=1#cmtfrm,达利（中国）,,,,@海峡都市报,@人民网,@新浪公益,,,,,,,,,
Chance大C,祝愿你们这次的公益活动能够成功！毕竟这些孩子是真的需要父母陪伴,2017-01-02 23:03:42,,,,,,,,,,,,,,,,,,,,
Chance大C,1000个？真的可以吗？,2017-01-02 23:02:50,,,,,,,,,,,,,,,,,,,,
mango派掌门人,加油，这个社会需要正能量！,2017-01-02 22:28:46,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
临汾同城会,#同城快讯# 【环保部责成查证临汾涉违排焦化企业】环境保护部重点污染源在线监控系统显示，2017年元旦至今，山西焦化股份有限公司焦化厂、山西三维瑞德焦化有限公司均存在大气污染物排放数据日均值超标的情况。山西焦化集团有限公司6条焦化生产线烟气脱硫脱硝设施均未建成。而这些企业所在地均为最近因为二氧化硫浓度严重超标而广受关注的临汾市。#临汾雾霾# @澎湃新闻,6,6,6,2017-01-17 09:20:37,https://weibo.cn/comment/ErcHddEzU?uid=1935210383&rl=1#cmtfrm,山西三维集团股份,,,,@澎湃新闻,,,,,,,,,,,
空山风竹,回复@小果宝妈咪:谢谢,2017-01-18 19:41:12,,,,,,,,,,,,,,,,,,,,
Matthew翀煜,终于开始正视问题了，只有正视自己才能解决问题[good],2017-01-17 22:29:17,,,,,,,,,,,,,,,,,,,,
蘋果o沙拉,所以说二氧化硫超标7成源于居民取暖的说法简直是神论……脸打的啪啪的,2017-01-17 15:46:15,,,,,,,,,,,,,,,,,,,,
小果宝妈咪,回复@空山风竹:免费,2017-01-17 12:03:34,,,,,,,,,,,,,,,,,,,,
橙子味的我-3-,所以说环境治理需要共同努力，企业和百姓都有责任，而不是推给另一方。,2017-01-17 10:34:51,,,,,,,,,,,,,,,,,,,,
空山风竹,临汾公交今天免费吗,2017-01-17 10:27:25,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
质量无锡,#质监业务# 1月17日至19日，由省质监局和省经信委组成的专家评审组对我市2016年“江苏省能源计量示范单位”申报企业进行了现场评审，先后对无锡荣成纸业有限公司、远纺工业（无锡）有限公司、江苏长电科技股份有限公司、南国红豆控股有限公司、江苏国信协联能源有限公司进行评价验收。下一步，省质监局、省经信委将根据专家组评审结果，审议确认“2016年度江苏省能源计量示范单位”名单，经公示后向社会发布。@无锡24小时 @新浪无锡,0,2,0,2017-01-21 09:31:03,https://weibo.cn/comment/ErOtqoMBz?uid=3053320095&rl=1#cmtfrm,无锡荣成纸业,,,,@无锡24小时,@新浪无锡,,,,,,,,,,
无欲则刚自强不息,长电科技不就一婊子公司吗？有什么好吹嘘的。草！,2017-02-03 09:39:17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
环保东营,#回音廊#关于网友反映的山东华泰纸业股份有限公司锅炉涉嫌超标排放的问题已经广饶县环保局调查处理，现回复如下。现场检查未发现冒黑烟现象。该项目为山东华泰纸业股份有限公司2170t/h锅炉烟气治理项目，该项目现已取得环评批复。现场检查发现该治理项目已基本建设完成，正在进行设备调试，我局执法人员要求其严格按照环评批复进行建设，加快设备调试进度。@蔚蓝地图@山东空气观察团@山东环境,0,2,0,2017-01-25 09:09:51,https://weibo.cn/comment/Esq2Osepu?uid=1602726821&rl=1#cmtfrm,山东华泰纸业股份,,,,@蔚蓝地图,@山东空气观察团,@山东环境,,,,,,,,,
本尊法号小清新,请问我想举报一个塑料带黑作坊能处理吗？,2017-01-25 20:38:06,,,,,,,,,,,,,,,,,,,,
把你摁在地上吃屎,呵呵,2017-01-25 09:12:55,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LiJ,浙江大和纺织印染服装（集团）有限公司 ，在浙江省企业自行监测信息公开平台上数据显示，其COD数据显示连续多日超标排放。请 @环保部发布 关注，请 @浙江环保 @绍兴-环保   给予说明。@绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC_LN @PECC-CB ,0,1,6,2017-01-19 16:22:54,https://weibo.cn/comment/EryjC3lbc?uid=6064184520&rl=1#cmtfrm,浙江大和纺织印染服装（集团）,,,,@环保部发布,@浙江环保,@绍兴-环保,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
水母网,吉化集团公司是中国石油天然气集团公司所属的地区综合性公司。前身吉林化学工业公司，2016年，吉林石化全年实现主营业务收入492.6亿元，税金129.3亿元；炼化主业利润23.3亿元、同比增利57.1亿元，未上市业务实现利润1.7亿元。直击东北经济--吉林市：老工业区绽放异彩 @卢岚,2,1,0,2017-01-12 19:42:36,https://weibo.cn/comment/EqvDc4iTo?uid=2027480085&rl=1#cmtfrm,吉林石油集团,,,,@卢岚,,,,,,,,,,,
悬剑2046,@悬剑2046: 吉化公司考核工人技师，北方公司一并考核，考试结束2年却不给发证书，不承认北方公司，问题来了，为什么要北方公司参加考核。@吉林身边事 @吉林市那点事 @吉林飞哥头条 @吉林大冷面 @大吉日网 @吉林三风蛋 @吉林江边跐溜坡 @吉林大面包,2017-02-24 10:28:16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
一路随行27978,邹平三利集团拖欠几年的工程款年底了按欠工程款的百分之五付款，TMD都不够利息，这样的企业还不如死了算了，留着也是害人坑人。@滨州爆料 @滨州身边事 @滨州情报局长 @齐鲁晚报今日滨州 @山东邹平 @阳光邹平 @邹平新鲜事 ,1,2,3,2017-01-23 08:13:15,https://weibo.cn/comment/Es6OQtT5S?uid=5226284325&rl=1#cmtfrm,三利集团,,,,@滨州爆料,@滨州身边事,@滨州情报局长,@齐鲁晚报今日滨州,@山东邹平,@阳光邹平,@邹平新鲜事,,,,,
一路随行27978,回复@滨州身边事:去年一分未付，今年欠着几十万给个万了八千的，还是人干的事吗？[怒],2017-01-23 08:25:48,,,,,,,,,,,,,,,,,,,,
滨州月老赐婚,这年头欠钱的是大爷，要钱的是孙子。欠钱不还的，生孩子没屁眼[怒],2017-01-23 08:16:14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
环境保护主义者联盟,排超排，#一目了然# //http://t.cn/RMSaV0e (分享自@搜狐新闻客户端) //,0,1,0,2017-01-12 11:14:17,https://weibo.cn/comment/Eqscjl7Qo?rl=1#cmtfrm,绍兴市新民热电,1,邹毅的邹,,@搜狐新闻客户端,@江苏环保,@浙江环保,,,,,,,,,
环境保护主义者联盟,"江苏大吉发电有限公司、绍兴市新民热电有限公司超标情况非常严重,高达上千次。@江苏环保 @浙江环保",2017-01-12 11:14:17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LiJ,陕西陕北乾元能源化工有限责任公司 ，在陕西省国家重点监控企业监测信息发布平台上数据显示，其氮氧化物数据显示连续多日超标排放，请 @环保部发布 关注，请 @陕西环保   给予说明。@绿色江南公众环境关注中心 @蔚蓝地图 #蔚蓝地图# @PECC_LN @PECC-CB ,0,1,3,2017-01-24 13:50:34,https://weibo.cn/comment/EsisgyeKl?uid=6064184520&rl=1#cmtfrm,陕西陕北乾元能源化工,,,,@环保部发布,@陕西环保,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
河南大学重点科研机构团委,#重点科研机构新闻汇# 河南省纳米材料产业技术创新战略联盟获批成立近日由河南省科学技术厅获悉，依托纳米材料工程研究中心，由我校牵头，联合郑州大学、郑州轻工业学院、许昌学院、河南佰利联化学股份有限公司、河南豫光金铅股份有限公司以及河南易成新能源股份有限公司等相关材料高新技术企业，共同组建的河南省纳米材料产业技术创新战略联盟获批建设。河南省纳米材料产业技术创新战略联盟将围绕纳米材料及应用技术产业技术创新的关键问题，通过开展技术合作，突破一批产业发展中的核心技术。整合相关单位的研究成果，以市场为导向，以共同利益为纽带，实现创新资源的有效整合和合理配置，实现知识产权和技术创新平台共享以及实验室成果的快速有效转化，为产业持续创新提供人才和技术支撑。进一步构建和完善产学研合作模式，由短期零散式合作向战略长期合作转变，为河南省乃至国家的纳米材料产业发展注入高速发展的活力。@河南大学新媒体运营中心 @河大青年面面观,0,1,1,2017-01-03 12:37:51,https://weibo.cn/comment/Ep60jh8tZ?uid=5216037024&rl=1#cmtfrm,河南豫光金铅股份,,,,@河南大学新媒体运营中心,@河大青年面面观,,,,,,,,,,
范范and光光,转发微博,2017-01-03 22:02:51,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
江铃驭胜-贵州丰泰,【火爆】好马配好鞍 ——江铃驭胜S330安装夜视王行车记录仪（FHD6900）记实：靠近年底，车市火爆，恰逢好时机，江铃汽车股份有限公司推出一款活力派都市 SUV—— 驭胜S330：车型个性新潮，品质秒杀同侪，江铃制造的匠心之作。随着驭胜 S330 的广告在湖南卫视黄金时段的播出，这款车不火也不行啊！驭胜 S330 在市场上销售火爆，好马也要配好鞍，如今行人碰瓷现象，违规超车等不良行为给驾驶者增加了风险，再加上保险新规的实施，一台好的记录仪就是车主增加了一道保险，暗夜里的记录神器：FHD6900 行车记录仪就是专门为江铃驭胜打造的好马鞍！笔者有幸在东莞江铃汽车销售有限公司见证安装 FHD6900 记录仪全程，在这里分享给大家。4S 店小哥打开 FHD6900 精美的包装后，检查了里面的物品，除了正常的说明书、保修卡、固定夹以外，厂家还很贴心地把标配 16G 卡安装在机器里，同时还配了一小包酒精湿纸，专门用来清洁镜头。检查完物品后，4S 店小哥就开始固定行车记录仪：撕开记录仪安装座上的 3M 胶，在选定安装位置后，直接贴合到汽车前挡风玻璃，这里不多说，直接上图：看到这两张照片的安装效果，笔者心里窃喜，拍照水平相当不错啊，其实真正原因还是江铃选定的这款产品太完美，真正贴合汽车前挡风玻璃，而不挡视线，安装效果只有一个字“赞”。接下来就是见证安装过程的时候了，只见 4S 店小哥用专门的防护罩保护好汽车面板，然后小心拆开汽车中控台面板，拆出了 DVD 主机。最后将行车记录仪主机的线与配套线接上。 4S 店小哥真可谓细心，每个接连接的接头都用电式胶布緾好，并且固定好线材，确保无异响。之后恢复汽车的 A 柱、手套箱、DVD 主机及面板。整个装配过程也就 10 多分钟，又快又好。不过这还不算完成，只见 4S 店小哥启动汽车，记录仪也几乎同时启动，听到记录仪开机声音后，我以为就此完成任务。小哥说，不急，还要设定相关参数。果然，记录仪启动完成后，听到了报警声，原来是系统时间是不是当前时间，是出厂时间，因此机器会提醒请设定时间。只见 4S 店小哥，按 “FORMAT” 或 ”PWR” 进行时间的调整，按 ”OK” 键进行保存并进入下一项调整，调整完成后按 “TIME” 退出。这时，记录仪不报警了，记录仪已经可以正常工作了，屏幕上方的红点也是一闪一闪。接下来就调整角度时候了，只见小哥需检查显示屏里的成像，熟练调整好镜头成像角度。一切设置停当，只见小哥再次将汽车熄火，再重新启动汽车，发现记录仪也同时启动，并且直接进入记录状态，没有听到报警声音了！安装顺利完成，4S 店小哥说，其实这款产品还有很多功能，可以在菜单进行设置，比如：停车记录功能，可以在停车时进行记录，不用担心会消耗完汽车电池，因为机器具备自动电压检测功能，当电压低于设定值时，可机器自动关机；还有车道偏移提醒和前车距离提醒功能，虽然不是很精确，但是在行车过程中对驾驶者进行适当的提醒，防止误操作。还有很多功能，直接上图来得更直接：好马配好鞍驭胜 S330 应当会旗开胜2017 年大卖！@我的江铃,1,1,2,2017-01-18 16:56:39,https://weibo.cn/comment/Erp6Oo6Qw?uid=2156415204&rl=1#cmtfrm,江铃汽车股份,,,,@我的江铃,,,,,,,,,,,
葡萄酒瓶上的冰川-路路Ben,关键是多钱,2017-01-18 23:00:40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LiJ,韩城市裕隆焦化有限责任公司 ，在陕西省国家重点监控企业监测信息发布平台上数据显示，其氮氧化物、烟尘和二氧化硫数据显示连续多日超标排放，请 @环保部发布 关注，请 @陕西环保   给予说明。@绿色江南公众环境关注中心 @蔚蓝地图 #蔚蓝地图# @PECC_LN @PECC-CB ,0,1,2,2017-01-23 09:41:02,https://weibo.cn/comment/Es7otD8lN?uid=6064184520&rl=1#cmtfrm,韩城市裕隆焦化,,,,@环保部发布,@陕西环保,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
笑容很甜的韩大花,我正在申请微博认证，认证信息为“江南造船集团有限责任公司工程师”。请@宋云鹏66 @大米乐_ 转发此条微博帮我确认身份，多谢！！ 申请微博认证,0,2,1,2017-01-25 08:09:36,https://weibo.cn/comment/EspEmlxq4?uid=1580756977&rl=1#cmtfrm,江南造船（集团）,,,,@宋云鹏66,@大米乐_,,,,,,,,,,
笑容很甜的韩大花,回复@还有没有梦想Abner:没有呢,2017-01-25 09:23:40,,,,,,,,,,,,,,,,,,,,
还有没有梦想Abner,想知道你确认好了吗,2017-01-25 09:20:34,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
神州八号99,【江南造船集团首席技师陈志农 将施工周期缩短51天】1月20日，《解放军报》报道了江南造船集团首席技师陈志农的事迹，他将每艘船施工周期缩短51天。&nbsp;巨大的装焊车间内，当记者见到陈志农时，他正给几位年轻人上实装操作课。记得密密麻麻的笔记本、 （分享自 @凤凰网） 江南造船集团首席技师陈志农 将施工周期缩短51天,0,1,0,2017-01-21 20:36:47,https://weibo.cn/comment/ErSPEwjti?uid=1918557523&rl=1#cmtfrm,江南造船（集团）,,,,@凤凰网,,,,,,,,,,,
敏杰shanghai,他是我师傅，1992年。,2017-09-05 19:48:36,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
证星散户集中营,价信息之一：锦纶（俗称尼龙66）涨势超预期。又是环保影响，锦纶下游采购买涨不买跌，导致市场供不应求。出厂价上调至23500元/吨，11月初仅有18000元/吨，涨幅30%。神马股份（600810）：拥有全球最完整的尼龙产业链，主导产品尼龙66工业丝、帘子布产能规模世界第一。美达股份（000782）：生产锦纶6切片和纺丝。华鼎股份（601113）：从事高品质、差别化民用锦纶长丝，具备年产13.2万吨民用锦纶长丝的生产能力。,15,8,8,2017-01-04 13:54:16,https://weibo.cn/comment/Eo9ZJ0Ypg?rl=1#cmtfrm,湖北宜化化工股份,1,证星散户集中营,转发理由:尼龙66的龙头神马股份，又是一个涨停。涨价题材嗨翻了，尿素的华鲁恒升、磷肥的湖北宜化、氨纶的华峰氨纶、炭黑的黑猫股份、纯碱的三友化工，哈哈，2017年开了好头[赞] //@泰叔看盘:尼龙的行业龙头 神马股份封板，今开盘价9.32，现价10.20元。敢死队有吗？,@泰叔看盘,,,,,,,,,,,
证星散户集中营,【涨价素材】 锦纶价猛涨，本轮锦纶涨价始于去年11月，12月后疯涨模式正式开启。进入今年2月后，锦纶价格再次上涨，至目前部分厂家报价涨幅已达70%。 利好的股票嘛？下文12月28日泰哥整理的素材中有。[耶],2017-02-20 08:45:47,,,,,,,,,,,,,,,,,,,,
证星散户集中营,锦纶价猛涨，本轮锦纶涨价始于去年11月，12月后疯涨模式正式开启。进入今年2月后，锦纶价格再次上涨，至目前部分厂家报价涨幅已达70%。 有哪些股票呢？看看如下12月28日泰哥帮大家整理的股票。,2017-02-20 08:44:14,,,,,,,,,,,,,,,,,,,,
在路上有深度20110,回复@泰叔看盘:没敢下手，不过买了华鼎股份！,2016-12-28 11:51:14,,,,,,,,,,,,,,,,,,,,
证星散户集中营,尼龙的行业龙头 神马股份封板，今开盘价9.32，现价10.20元。敢死队有吗？,2016-12-28 10:55:03,,,,,,,,,,,,,,,,,,,,
证星散户集中营,回复@被出离的愤怒:对你们有用，那么我就觉着值了,2016-12-28 10:17:05,,,,,,,,,,,,,,,,,,,,
被出离的愤怒,泰叔的调研含金量太高了。[good][good],2016-12-28 10:12:38,,,,,,,,,,,,,,,,,,,,
证星散户集中营,回复@被出离的愤怒:尼龙耐磨性比棉花高10倍，比羊毛高20倍，所以丝袜原料,2016-12-28 09:26:22,,,,,,,,,,,,,,,,,,,,
被出离的愤怒,泰叔，是做丝袜用的么？[哈哈],2016-12-28 08:59:50,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金华绿色之友,@台州市环境保护局 @浙江环保 @玉环环保 华能国际电力股份有限公司玉环电厂氮氧化物超标0.59倍，请关注。,0,1,0,2017-01-04 08:54:38,https://weibo.cn/comment/EpdYdts3B?uid=2768331107&rl=1#cmtfrm,华能国际电力股份,,,,@台州市环境保护局,@浙江环保,@玉环环保,,,,,,,,,
台州市环境保护局,您好，您所反馈的问题已关注。,2017-01-04 15:47:45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
旧梦多故人zwy专家,我正在申请微博[好可怜]认证，认证信息为“辽宁庆阳特种化工[ppb鼓掌]有限公司助理工程师”。请@遇健就不要错过 @Ada的梦 转发此条微博帮我确认身份，多谢！！ 申请微博认证 ,0,1,0,2017-01-15 13:24:57,https://weibo.cn/comment/EqVroqPZL?uid=6032076321&rl=1#cmtfrm,辽宁庆阳特种化工,,,,@遇健就不要错过,,,,,,,,,,,
张晓健Zachary,都是什么鬼,2017-01-15 13:50:38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
_phoebee的女孩,我正在申请微博认证，认证信息为“辽宁庆阳特种化工有限公司助理工程师”。请[鄙视]@遇健就不要错过 @[din脸红]Ada的梦 转发此条微博帮我确认身份，多谢！！ 申请微博认证 ,0,1,0,2017-01-15 04:45:29,https://weibo.cn/comment/EqS2xAHp3?uid=6059234696&rl=1#cmtfrm,辽宁庆阳特种化工,,,,@遇健就不要错过,,,,,,,,,,,
张晓健Zachary,都是什么鬼！,2017-01-15 13:50:48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
wudeming2013,微求助#网友@吴德明的冬天 本人以前是包钢集团员工，从86年10月16日在包钢俱乐部阻止流氓劫持两名女生开始，曾几次“见义勇为”救过多人，受过枪伤和刀伤并留下后遗症，公司以改制名义致其下岗。20多年来医疗费用全部自理（无医保，无低保），已难以承受，请@包头发布 给予关注。http://t.cn/z84Giqn,0,197,1,2017-01-26 21:38:42,https://weibo.cn/comment/Dauc11Kin?rl=1#cmtfrm,包钢（集团）公司,1,三秦网事,转发理由:/@话民生说民事: 昔日流血，今日流泪，请官媒@央视新闻 @人民日报 @人民网 @澎湃新闻 @新华网 给予关注！@吴德明的冬天:包钢集团公司答复：只要政府给评“见义勇为”称号，所有问题都给解决。包头政府答复：按现有材料来看，企业完全可解决工伤等看病问题。//@话民生说民事: 请@包钢集团 关注。      ,@吴德明的冬天,@包头发布,@话民生说民事,@央视新闻,@人民日报,@人民网,@澎湃新闻,@新华网,@吴德明的冬天,@话民生说民事,@包钢集团,
7旬19825,汲取教训。不见义勇为，不为“国”参战。,2017-04-05 00:36:45,,,,,,,,,,,,,,,,,,,,
吴德明的冬天,//@姜传敏实名举报: 两边都推不应该，让人心寒。//@贵毕大方头条: 这是推托吗？[思考]#中国微力量#@广州区伯 @真话哥 //@吴德明的冬天:包钢集团公司答复：只要政府给评“见义勇为”称号，所有问题都给解决。包头政府答复：按现有材料来看，企业完全可解决工伤等看病问题。//@话民生说民事: 请@包钢集团,2016-06-12 13:27:44,,,,,,,,,,,,,,,,,,,,
老卡20084,#访谈进行时#,2016-01-14 10:21:26,,,,,,,,,,,,,,,,,,,,
